3986,gladiators,juvenile,24
3987,oral interpretation of poetry,poetry,28
3988,scottish poetry,poetry,53
3989,african american teenage boys,fiction,22
3990,politics in literature,politics,287
3991,newspapers,biography,179
3992,butlers,history,67
3993,sportscasters,biography,28
3994,rationalism,philosophy,105
3995,drug effects,juvenile,44
3996,novels,fiction,65
3997,hawaiians,history,23
3998,action and adventure fiction,fiction,45
3999,church slavic literature,literature,17
4000,fascism and literature,literature,21
4001,overweight persons,fiction,70
4002,judicial error,fiction,86
4003,naturalism in literature,literature,49
4004,buddhist philosophy,philosophy,68
4005,philology,philosophy,46
4006,gay rights,science,58
4007,goldfish,fiction,26
4008,authors and patrons,history,50
4009,catholic schools,fiction,42
4010,science projects,science,122
4011,law and literature,literature,135
4012,italian language materials,juvenile,22
4013,nervous system diseases,psychology,75
4014,internet and children,juvenile,29
4015,african american high school students,fiction,25
4016,french detective and mystery stories,mystery,26
4017,military weapons,history,59
4018,women concentration camp inmates,biography,21
4019,child mental health,psychology,89
4020,infatuation,fiction,43
4021,dialogue,philosophy,52
4022,britons,history,284
4023,ghost,mystery,31
4024,korean language,poetry,69
4025,secretaries,biography,29
4026,geriatrics,science,79
4027,big business,politics,24
4028,sailing,fiction,113
4029,french prose literature,literature,62
4030,copper mines and mining,biography,23
4031,psychological testing,psychology,55
4032,english pastoral literature,literature,28
4033,freedom,fiction,243
4034,commonwealth,literature,47
4035,dwellings,fiction,340
4036,disney characters,fiction,54
4037,automobile driving,fiction,28
4038,gays in literature,literature,59
4039,latin manuscripts,literature,37
4040,babysitters,fiction,152
4041,language and logic,philosophy,22
4042,extreme sports,fiction,25
4043,victims of terrorism,psychology,54
4044,inner cities,fiction,73
4045,female impersonators,fiction,22
4046,learning disorders,psychology,46
4047,stress,psychology,185
4048,bakeries,fiction,61
4049,serialized fiction,fiction,32
4050,coma,fiction,80
4051,taboo,psychology,17
4052,christianity theology,history,20
4053,infancy,juvenile,563
4054,television talk shows,politics,18
4055,stereotyping,psychology,42
4056,public speaking,psychology,35
4057,technology in literature,literature,42
4058,persian poetry,poetry,20
4059,child psychologists,psychology,16
4060,speech disorders,psychology,49
4061,endangered species,juvenile,127
4062,jamaican americans,fiction,22
4063,lakes,fiction,40
4064,chipmunks,fiction,20
4065,college sports,history,34
4066,psychoanalytic interpretation,psychology,229
4067,guinea pigs,fiction,61
4068,english satire,literature,113
4069,emperors,biography,159
4070,mafia,fiction,155
4071,social interaction,psychology,205
4072,foreign news,politics,22
4073,opossums,fiction,31
4074,teen,young,25
4075,spies in fiction,fiction,22
4076,beryls,fiction,29
4077,counterfeits and counterfeiting,fiction,25
4078,african american prisoners,biography,26
4079,time travel in fiction,fiction,38
4080,confucianism,philosophy,76
4081,juvenile encyclopedias,juvenile,43
4082,games in literature,literature,22
4083,alligators,fiction,55
4084,sects,psychology,38
4085,atonement,psychology,26
4086,biblical hebrew poetry,poetry,44
4087,reason,philosophy,101
4088,life sciences,science,325
4089,faculty,biography,198
4090,engineers,juvenile,144
4091,indian children,history,30
4092,latin didactic poetry,poetry,97
4093,folk literature,literature,95
4094,interdisciplinary approach in education,philosophy,59
4095,folk singers,biography,35
4096,detention of persons,biography,28
4097,lord,young,13
4098,english ballads,poetry,84
4099,inscriptions,biography,36
4100,self psychology,psychology,115
4101,british broadcasting corporation,history,35
4102,brazilian literature,literature,73
4103,exhibition catalogues and specific collections,biography,13
4104,compulsive gambling,psychology,22
4105,mentally ill women,fiction,97
4106,marriage in literature,literature,115
4107,abuse of,psychology,107
4108,arts and society,history,97
4109,apparitions,juvenile,35
4110,seeds,fiction,52
4111,canadian fantasy fiction,fiction,20
4112,breastfeeding,psychology,14
4113,schizophrenia,psychology,145
4114,chinese authors,biography,53
4115,refugee children,biography,56
4116,yellow fever,fiction,40
4117,russians,fiction,193
4118,women in popular culture,literature,59
4119,child behavior disorders,psychology,114
4120,canadians,fiction,57
4121,people with disabilities in literature,literature,29
4122,family policy,science,43
4123,ethnic groups,politics,207
4124,nato,philosophy,35
4125,bicycles,fiction,71
4126,cartooning,juvenile,62
4127,social learning,psychology,24
4128,comic and graphic books,fiction,42
4129,reproduction,juvenile,78
4130,neuroscience,science,223
4131,surveys,history,23
4132,american periodicals,literature,53
4133,african american women tennis players,juvenile,23
4134,wishes,fiction,199
4135,unidentified flying objects,fiction,33
4136,dementia,psychology,141
4137,psychiatry and religion,psychology,48
4138,cos,young,19
4139,rodeos,fiction,25
4140,jurisprudence,philosophy,185
4141,australian literature,literature,71
4142,psychological aspects of success,philosophy,35
4143,small groups,psychology,32
4144,interviewing in psychiatry,psychology,16
4145,myth,philosophy,93
4146,women cabinet officers,juvenile,59
4147,japanese language,juvenile,55
4148,physiologists,history,20
4149,nightmares,fiction,83
4150,longitudinal studies,psychology,207
4151,automobile industry workers,history,16
4152,pictures,psychology,22
4153,german philology,history,29
4154,detective and mystery fiction,fiction,142
4155,dramatic works,history,72
4156,book industries and trade,history,155
4157,romance languages,romance,86
4158,greek poetry,poetry,89
4159,weight loss,biography,104
4160,conversation,juvenile,36
4161,constitutional amendments,history,41
4162,israeli national characteristics,politics,37
4163,frontier and pioneer life in fiction,fiction,21
4164,hanukkah,fiction,69
4165,psychological aspects of poetry,poetry,110
4166,dictators,biography,65
4167,italian language,literature,74
4168,neurosurgery,biography,17
4169,creative ability in business,psychology,26
4170,college choice,science,22
4171,theater audiences,psychology,36
4172,country musicians,biography,49
4173,foster parents,biography,34
4174,welsh literature,literature,39
4175,historians,biography,395
4176,machinery,juvenile,63
4177,canadian national characteristics,politics,30
4178,evacuation of civilians,fiction,71
4179,psychics,fiction,183
4180,civil law,philosophy,24
4181,relationships,fiction,57
4182,russia,biography,223
4183,florists,fiction,23
4184,fisheries,biography,47
4185,social networks,psychology,174
4186,new thought,fiction,19
4187,treatment,psychology,1059
4188,art and philosophy,philosophy,25
4189,real property,politics,25
4190,mate selection,fiction,123
4191,whaling,fiction,51
4192,speech,juvenile,49
4193,christian ethics,history,165
4194,poems,poetry,57
4195,correctional psychology,psychology,21
4196,rhyming games,juvenile,25
4197,compulsive eating,psychology,26
4198,commercial products,literature,20
4199,crying,fiction,20
4200,british prisoners and prisons,biography,32
4201,transparency in government,politics,17
4202,plato,philosophy,78
4203,community psychology,psychology,22
4204,science in literature,science,104
4205,asian history,history,25
4206,classical,biography,75
4207,land settlement,history,77
4208,parent participation,psychology,89
4209,autonomy,philosophy,35
4210,regency,romance,43
4211,healthy living,psychology,49
4212,information theory,mathematics,39
4213,slavic philology,literature,29
4214,computer security,history,39
4215,communication in organizations,psychology,26
4216,british literature,literature,25
4217,air warfare,biography,20
4218,travelers in literature,literature,23
4219,cookies,fiction,57
4220,verb,philosophy,28
4221,dutch literature,literature,47
4222,neighborhoods,fiction,144
4223,educational technology,psychology,40
4224,sexual orientation,fiction,81
4225,socialization,psychology,195
4226,jews in literature,literature,308
4227,rituals,history,49
4228,aerial gunners,biography,32
4229,irish poetry,poetry,41
4230,family reunions,fiction,70
4231,fossils,juvenile,94
4232,words,biography,65
4233,sibling rivalry,fiction,103
4234,television broadcasting,psychology,113
4235,computer science,science,135
4236,collaboration,literature,70
4237,writing,history,263
4238,educational leadership,psychology,20
4239,ukrainians,biography,63
4240,german drama,history,60
4241,textile workers,fiction,26
4242,detente,politics,17
4243,english christmas stories,fiction,22
4244,weapons,fiction,66
4245,odes,politics,32
4246,juvenile offenders,juvenile,28
4247,white men,literature,33
4248,teenage sex offenders,psychology,17
4249,human mechanics,psychology,14
4250,stealing,fiction,253
4251,classical poetry,poetry,28
4252,retirement communities,fiction,20
4253,lexicographers,biography,34
4254,confidential communications,science,17
4255,hasidism,fiction,53
4256,mammals,psychology,93
4257,general practice,philosophy,51
4258,water resources development,politics,53
4259,indian philosophy,philosophy,83
4260,economic forecasting,politics,52
4261,mythical animals,fiction,357
4262,personal memoirs,biography,527
4263,marriages of royalty and nobility,history,55
4264,anthologies,literature,347
4265,urban fiction,fiction,24
4266,juvenile participation,juvenile,51
4267,plantation owners,romance,51
4268,conduct disorders in children,psychology,31
4269,fire engines,fiction,25
4270,brain diseases,psychology,46
4271,vendetta,fiction,273
4272,regional planning,politics,118
4273,militarism,history,101
4274,nomads,politics,30
4275,punk rock music,history,36
4276,american essays,literature,66
4277,urban policy,science,88
4278,athletics,poetry,32
4279,illinois,fiction,39
4280,altruism,psychology,50
4281,psychotherapy patients,biography,61
4282,prayer books and devotions,fiction,62
4283,choice,fiction,96
4284,pollution,science,171
4285,international status,politics,75
4286,bankers,biography,68
4287,narration in the bible,literature,37
4288,indians of south america,politics,210
4289,earthquakes,fiction,111
4290,marriage counseling,psychology,23
4291,crisis intervention,psychology,82
4292,anger in literature,literature,17
4293,psychology of movement,psychology,42
4294,intuition,psychology,24
4295,festivals,history,158
4296,incarnation,literature,33
4297,reincarnation,fiction,135
4298,father and child,fiction,142
4299,boundaries in literature,literature,26
4300,creative writing,literature,156
4301,administration of estates,biography,20
4302,single fathers,fiction,101
4303,confession in literature,literature,26
4304,local government,politics,231
4305,abduction,fiction,81
4306,discrimination,psychology,131
4307,iranian americans,biography,26
4308,religion and law,politics,35
4309,campaign funds,politics,66
4310,utopias in literature,literature,121
4311,azerbaijani literature,literature,24
4312,english essays,biography,42
4313,lost articles,fiction,264
4314,giant panda,fiction,22
4315,psychophysiology,psychology,257
4316,usage,fiction,35
4317,grandmothers in fiction,fiction,36
4318,women bounty hunters,fiction,40
4319,cathedrals,fiction,34
4320,psychological aspects of adulthood,psychology,28
4321,benedictines,biography,30
4322,american ghost stories,horror,41
4323,baths,fiction,101
4324,oedipus complex,psychology,24
4325,dance therapy,psychology,21
4326,gentry,history,63
4327,hospital patients,psychology,54
4328,nativity of jesus christ,juvenile,87
4329,eschatology,history,104
4330,desire,psychology,55
4331,cottages,history,41
4332,christian converts,biography,39
4333,youth with social disabilities,juvenile,26
4334,associations,history,53
4335,terrorism in fiction,fiction,30
4336,probabilities,psychology,42
4337,marine ecology,juvenile,40
4338,sports stories,fiction,64
4339,caterers and catering,fiction,80
4340,civil engineering,philosophy,33
4341,oceanography,history,33
4342,forest ecology,juvenile,42
4343,landscape in art,juvenile,20
4344,santa claus,fiction,190
4345,number theory,mathematics,19
4346,psychopharmacology,psychology,58
4347,korean poetry,poetry,56
4348,urban communities,politics,30
4349,women sculptors,fiction,37
4350,kindergarten,fiction,107
4351,mayors,biography,118
4352,medical sociology,philosophy,65
4353,bashfulness,fiction,70
4354,dump trucks,fiction,24
4355,teenage mothers,psychology,59
4356,spelling bees,fiction,19
4357,social aspects of the human body,psychology,60
4358,sex differences in education,politics,28
4359,mountain life,fiction,93
4360,cheating,fiction,45
4361,automobile industry and trade,biography,53
4362,bohemianism,history,48
4363,health services accessibility,politics,69
4364,space shuttles,juvenile,21
4365,fire prevention,fiction,19
4366,fashion designers,biography,88
4367,space in literature,literature,59
4368,nuclear nonproliferation,science,65
4369,migrant agricultural laborers,juvenile,71
4370,cognition in animals,psychology,29
4371,german philosophy,philosophy,121
4372,dangerously mentally ill,psychology,21
4373,portrait photography,biography,102
4374,defense mechanisms,psychology,23
4375,american political poetry,poetry,30
4376,african american entertainers,biography,20
4377,academic freedom,psychology,22
4378,gnostic literature,literature,24
4379,disability evaluation,psychology,21
4380,english sonnets,poetry,41
4381,protection,fiction,344
4382,english revolutionary literature,literature,33
4383,men in literature,literature,254
4384,atlases,juvenile,86
4385,translations from french,fiction,40
4386,values,philosophy,167
4387,easter stories,fiction,69
4388,plague,fiction,126
4389,costume design,biography,53
4390,south african authors,biography,25
4391,sex instruction for girls,juvenile,20
4392,chapter,young,16
4393,voting research,history,21
4394,surveyors,biography,27
4395,love poetry,poetry,141
4396,rural poor,politics,40
4397,irish poets,biography,50
4398,law firms,fiction,28
4399,educational counseling,psychology,35
4400,american young adult literature,literature,69
4401,broadsides,history,34
4402,mind and body therapies,psychology,35
4403,theft,fiction,377
4404,addiction,psychology,58
4405,skunks,fiction,28
4406,dwarfs,fiction,53
4407,canadian women authors,literature,24
4408,psychoses,psychology,74
4409,history of medicine,history,221
4410,anger in children,fiction,22
4411,older men,fiction,75
4412,french short stories,history,19
4413,usa,politics,1295
4414,critique,literature,330
4415,brazil,history,50
4416,american humorists,biography,44
4417,religious aspects of terrorism,politics,40
4418,fashion design,fiction,83
4419,bisexuals,philosophy,52
4420,instrumentation,politics,7
4421,lexicology,history,47
4422,foxes,fiction,182
4423,english romance fiction,fiction,92
4424,disabled veterans,fiction,65
4425,vehicles,juvenile,78
4426,signers,juvenile,51
4427,poetic works,poetry,86
4428,family crises,fiction,25
4429,national characteristics,history,115
4430,literary agents,fiction,25
4431,hardcover,biography,145
4432,mansions,fiction,58
4433,lexicography,history,52
4434,metaphor in the bible,history,15
4435,crucifixion of jesus christ,literature,21
4436,graphic methods,mathematics,21
4437,military campaigns,history,553
4438,recovered memory,psychology,40
4439,computer software industry,biography,29
4440,errors,psychology,31
4441,playwriting,juvenile,53
4442,existentialism in literature,literature,19
4443,bilingual books,juvenile,327
4444,hiking,fiction,52
4445,architecture in literature,literature,29
4446,women dancers,fiction,32
4447,feminism and the arts,psychology,25
4448,drifters,fiction,23
4449,brand name products,history,12
4450,pumpkin,fiction,60
4451,english ghost stories,fiction,35
4452,public schools,fiction,56
4453,mentoring in business,psychology,10
4454,child actors,biography,23
4455,depression in adolescence,juvenile,45
4456,social aspects of television broadcasting,politics,17
4457,health policy,politics,251
4458,space race,fiction,27
4459,african american educators,biography,31
4460,canadian authors,literature,155
4461,judaism in literature,literature,87
4462,differential diagnosis,psychology,31
4463,parachute troops,history,66
4464,progress,history,46
4465,portuguese literature,literature,39
4466,unicorns,fiction,107
4467,child labor,fiction,78
4468,political correctness,science,28
4469,habit,psychology,22
4470,american wit and humor,biography,112
4471,usa president,science,112
4472,mesmerism,fiction,143
4473,deep diving,fiction,18
4474,the state,science,259
4475,doping in sports,psychology,37
4476,behavioral genetics,psychology,57
4477,little magazines,history,23
4478,religious literature,literature,75
4479,child artists,psychology,21
4480,occupational therapy,psychology,74
4481,women slaves,poetry,85
4482,art patrons,biography,30
4483,blindness,psychology,54
4484,surgeons,biography,165
4485,neoplasms,psychology,220
4486,betrayal,fiction,215
4487,nonprofit organizations,science,32
4488,reducing diets,psychology,29
4489,german,biography,231
4490,health insurance,politics,63
4491,occultism in literature,literature,36
4492,ancestors,fiction,41
4493,aortic aneurysm,fiction,28
4494,sacrifice,literature,54
4495,psychology and philosophy,psychology,45
4496,comic books,history,21
4497,sound recording executives and producers,biography,28
4498,mineralogy,juvenile,23
4499,weight control,fiction,43
4500,hate,history,42
4501,prophets,fiction,58
4502,social behavior in animals,juvenile,36
4503,genetic psychology,psychology,110
4504,hypnotism,fiction,177
4505,miniature books,fiction,108
4506,moral and ethical aspects of war,politics,23
4507,german arts,literature,25
4508,working class,history,462
4509,body image in adolescence,juvenile,20
4510,cuisine,juvenile,31
4511,africans,literature,94
4512,parental grief,biography,22
4513,election law,politics,36
4514,irish authors,poetry,823
4515,great,young,42
4516,personality change,psychology,14
4517,human experimentation in psychology,psychology,25
4518,central america,politics,27
4519,recluses,fiction,112
4520,communicable diseases,science,75
4521,lion,fiction,155
4522,medical scientists,biography,34
4523,infanticide,history,37
4524,rescue work,fiction,109
4525,college presidents,biography,51
4526,aztec mythology,juvenile,18
4527,dreams in literature,literature,47
4528,cultural relativism,philosophy,30
4529,political anthropology,science,37
4530,apocryphal books,literature,29
4531,castaways,fiction,219
4532,chronically ill,biography,78
4533,practical politics,politics,289
4534,overweight women,fiction,65
4535,society of friends,history,53
4536,wives,fiction,199
4537,appetite disorders,psychology,13
4538,battlefields,history,16
4539,longevity,psychology,30
4540,male authors,history,184
4541,congress,psychology,36
4542,christmas trees,fiction,46
4543,psychology of drawing,psychology,30
4544,celtic influences,literature,67
4545,women in war,history,20
4546,african american families in literature,literature,20
4547,universities,psychology,37
4548,nineteenth century,literature,25
4549,literary recreations,fiction,75
4550,jewish influences,biography,49
4551,women in motion pictures,history,61
4552,aging parents,psychology,114
4553,religion and sociology,politics,161
4554,bilingualism,history,58
4555,schizophrenics,psychology,58
4556,narrative therapy,psychology,33
4557,teams in the workplace,psychology,31
4558,whales,fiction,117
4559,stateswomen,biography,27
4560,ancient medicine,philosophy,22
4561,musicals,fiction,77
4562,electronics,magic,17
4563,transmission of texts,history,172
4564,persian literature,literature,49
4565,amusement parks,fiction,94
4566,monetary unions,politics,19
4567,jewish authors,literature,421
4568,nuclear terrorism,politics,19
4569,german prose literature,literature,34
4570,repentance,literature,31
4571,buildings,fiction,224
4572,latin america,politics,99
4573,african american journalists,biography,32
4574,homeless youth,psychology,22
4575,martyrs,biography,80
4576,english humorous poetry,poetry,25
4577,local elections,science,25
4578,old age in literature,literature,32
4579,humorous fiction,fiction,673
4580,navigation,history,44
4581,german naval operations,biography,53
4582,creeds,history,20
4583,airships,juvenile,30
4584,disappointment,fiction,23
4585,time measurements,juvenile,19
4586,medieval travel,history,34
4587,distributive justice,philosophy,25
4588,responsibility,fiction,211
4589,human rights in literature,literature,21
4590,war victims,biography,52
4591,twentieth century,politics,80
4592,industrialists,biography,121
4593,transmission,science,24
4594,social work with juvenile delinquents,juvenile,19
4595,religious aspects of authority,literature,18
4596,physiological adaptation,science,16
4597,swordsmen,fiction,27
4598,natural history literature,literature,22
4599,music therapy,psychology,48
4600,picnics,fiction,58
4601,shadows,fiction,26
4602,french foreign public opinion,history,24
4603,children with mental disabilities,biography,61
4604,medal of honor,biography,76
4605,mass media and culture,psychology,114
4606,dutch personal narratives,biography,34
4607,prehistoric peoples,fiction,118
4608,jazz musicians,biography,127
4609,embryology,history,25
4610,guerrilla warfare,history,62
4611,women historians,biography,54
4612,gossip,fiction,75
4613,earth sciences,science,189
4614,economic assistance,science,96
4615,freedom of information,science,39
4616,mathematical ability,mathematics,23
4617,standards,mathematics,115
4618,huguenots,fiction,20
4619,virologists,fiction,20
4620,religion and medicine,psychology,150
4621,squatter settlements,history,15
4622,rapists,fiction,23
4623,queer theory,literature,87
4624,human skin color,fiction,29
4625,maids,mystery,49
4626,pride and vanity,fiction,88
4627,terrorism in mass media,philosophy,17
4628,college athletes,fiction,18
4629,spirit writings,psychology,22
4630,feminist literature,literature,80
4631,quality of life,psychology,254
4632,data collection,psychology,33
4633,political theology,politics,50
4634,celtic civilization,history,18
4635,game,young,17
4636,science fairs,science,29
4637,protestants,politics,89
4638,circus,fiction,183
4639,boardinghouses,fiction,40
4640,expositions,biography,109
4641,americanization,politics,25
4642,mental health counseling,psychology,32
4643,psychic trauma in children,psychology,49
4644,arab civilization,history,41
4645,attempted assassination,fiction,90
4646,illegal arms transfers,fiction,34
4647,sports psychology,psychology,87
4648,camels,juvenile,30
4649,stepfathers,fiction,79
4650,deserts,fiction,96
4651,fine arts,biography,63
4652,text,poetry,36
4653,social work with older people,psychology,25
4654,raccoons,fiction,42
4655,african,fiction,79
4656,jewish youth,juvenile,18
4657,minority studies,science,504
4658,blogs,politics,106
4659,tramps,fiction,33
4660,fishing stories,fiction,64
4661,discrimination in education,history,59
4662,academic libraries,science,14
4663,sports for children,psychology,25
4664,attorneys general,biography,19
4665,land grants,politics,22
4666,kinship,psychology,65
4667,softball,fiction,19
4668,calendar,history,35
4669,psychological aspects of work,psychology,38
4670,badgers,fiction,49
4671,infant care,psychology,26
4672,german propaganda,history,24
4673,mathematical physics,mathematics,34
4674,blind children,fiction,24
4675,arab influences,history,24
4676,scholasticism,philosophy,41
4677,crime in literature,literature,128
4678,english philosophy,philosophy,61
4679,measurement,psychology,76
4680,word recognition,juvenile,44
4681,socioeconomic factors,psychology,159
4682,architecture and state,politics,34
4683,retirement,psychology,46
4684,household employees,fiction,135
4685,polar bears,fiction,35
4686,social science literature,science,21
4687,pet adoption,fiction,24
4688,arms transfers,politics,40
4689,automobile travel,fiction,147
4690,competitions,fiction,85
4691,french arts,politics,22
4692,american war poetry,poetry,49
4693,bodice ripper,romance,94
4694,art in literature,literature,59
4695,english folk songs,fiction,78
4696,smugglers,fiction,32
4697,first contact with europeans,history,68
4698,bachelors,fiction,27
4699,water rights,politics,24
4700,princess,fiction,32
4701,honor,history,42
4702,individual architects,biography,29
4703,catechisms,literature,25
4704,french personal narratives,biography,131
4705,armenians,history,65
4706,ghana,fiction,18
4707,command of troops,history,171
4708,frontier and pioneer life in literature,literature,82
4709,guardian and ward,fiction,56
4710,liberty,philosophy,342
4711,campaign management,politics,33
4712,electrical engineers,juvenile,33
4713,communication disorders,psychology,22
4714,access control,juvenile,18
4715,underwater archaeology,juvenile,21
4716,magical realism,magic,26
4717,image of god,literature,24
4718,japanese prisoners and prisons,biography,159
4719,liturgy,juvenile,176
4720,siamese cat,fiction,40
4721,maps,fiction,197
4722,assisted reproductive techniques,psychology,21
4723,jewish participation,biography,48
4724,medieval science,science,51
4725,botanical illustration,biography,20
4726,annexation to the united states,poetry,24
4727,jewish teenagers,juvenile,20
4728,manners,young,32
4729,video recordings,fiction,32
4730,negro leagues,juvenile,31
4731,political socialization,politics,58
4732,guardian angels,fiction,25
4733,passover,fiction,33
4734,english love poetry,poetry,44
4735,gay couples,fiction,40
4736,babysitting,fiction,34
4737,child study,psychology,53
4738,activities of daily living,psychology,22
4739,educational innovations,psychology,40
4740,translations,history,283
4741,wwi,literature,20
4742,reunions,fiction,36
4743,life skills,psychology,111
4744,nose,fiction,23
4745,bureaucracy,politics,110
4746,wine and wine making,history,41
4747,confession,history,30
4748,riddles,juvenile,186
4749,imitation in literature,literature,68
4750,environmental literature,literature,28
4751,social evolution,history,107
4752,cultural competency,philosophy,36
4753,latin american fiction,fiction,40
4754,chinese painting,biography,33
4755,prejudices,fiction,401
4756,patient care planning,psychology,23
4757,criminal behavior,psychology,68
4758,latin letters,history,18
4759,biographical,fiction,42
4760,middle school,fiction,19
4761,geneticists,biography,29
4762,affect,psychology,27
4763,alimentation,juvenile,67
4764,wills,history,31
4765,house furnishings,juvenile,20
4766,friends,fiction,87
4767,series,fiction,66
4768,religious ethics,philosophy,28
4769,christian poetry,poetry,60
4770,social scientists,biography,37
4771,weltpolitik,politics,86
4772,royalty,fiction,132
4773,classical languages,literature,28
4774,food habits in literature,literature,28
4775,forensic scientists,fiction,36
4776,terminally ill children,psychology,60
4777,english bible stories,juvenile,267
4778,health services,history,63
4779,small business,science,43
4780,disabled persons,literature,170
4781,baptism,literature,32
4782,single men,fiction,29
4783,air guns,fiction,34
4784,women cooks,fiction,66
4785,english personal narratives,biography,111
4786,helicopters,juvenile,18
4787,american christian poetry,poetry,38
4788,tribes,politics,49
4789,coronary heart disease,psychology,25
4790,templars,history,30
4791,mathematical recreations,juvenile,38
4792,history of nursing,history,31
4793,religious aspects of conservatism,history,34
4794,hand,psychology,25
4795,imagination in fiction,fiction,23
4796,cognitive therapy for children,psychology,22
4797,women household employees,fiction,107
4798,crisis management in government,politics,26
4799,psychophysics,psychology,24
4800,sea monsters,fiction,40
4801,jinn,fiction,52
4802,religious zionism,literature,24
4803,english love stories,fiction,258
4804,antisemitism in literature,literature,35
4805,christians,biography,123
4806,telecommunications engineers,biography,19
4807,extinct animals,juvenile,22
4808,vacation homes,fiction,32
4809,puritan movements in literature,literature,73
4810,women cat owners,fiction,59
4811,law in literature,literature,90
4812,computers and civilization,mathematics,20
4813,nuclear disarmament,politics,38
4814,optical illusions,juvenile,18
4815,aggressiveness in adolescence,psychology,21
4816,reminiscing in old age,fiction,56
4817,devil in literature,literature,26
4818,wrestlers,biography,27
4819,incest,psychology,88
4820,coptic manuscripts,literature,17
4821,national hockey league,biography,61
4822,polish literature,literature,100
4823,private libraries,literature,57
4824,student movements,history,116
4825,polish authors,history,25
4826,play therapy,psychology,65
4827,social epistemology,science,16
4828,economic anthropology,history,18
4829,mass media policy,science,28
4830,theodicy,philosophy,36
4831,humanism in literature,literature,53
4832,kidnapping in fiction,fiction,35
4833,prayers,fiction,94
4834,english christian drama,literature,57
4835,vegetables,fiction,70
4836,health aspects,psychology,159
4837,relics,fiction,47
4838,japanese americans,fiction,238
4839,women singers,fiction,119
4840,salvation,history,62
4841,online dating,fiction,23
4842,jewish men,fiction,37
4843,prehistoric animals,juvenile,46
4844,home care,psychology,69
4845,texas,fiction,104
4846,theology in literature,literature,89
4847,african american actors,biography,42
4848,christianity and justice,politics,22
4849,psychiatric social work,psychology,57
4850,word games,juvenile,26
4851,homosexuality in literature,literature,198
4852,therapeutics,psychology,43
4853,lost children,fiction,76
4854,needlework,history,17
4855,medieval sermons,literature,38
4856,cultural anthropology,psychology,83
4857,african american children,biography,84
4858,chaplains,biography,67
4859,initiation rites,juvenile,24
4860,popular literature,literature,403
4861,superstition,magic,68
4862,marshals,biography,78
4863,mental health laws,psychology,39
4864,performances,history,17
4865,synonyms and antonyms,juvenile,104
4866,strangers,fiction,58
4867,drug abuse and crime,psychology,30
4868,aspect moral,philosophy,454
4869,internet and teenagers,juvenile,28
4870,water supply,fiction,24
4871,history in literature,literature,168
4872,volcanoes,fiction,65
4873,feral children,fiction,32
4874,pharmaceutical industry,fiction,52
4875,italian americans,history,135
4876,irish literature,literature,147
4877,paris,biography,27
4878,family relations,psychology,222
4879,irish epic literature,literature,29
4880,families of military personnel,psychology,61
4881,roosters,fiction,36
4882,women soccer players,biography,20
4883,clinical competence,psychology,31
4884,food industry and trade,history,48
4885,environmental science,science,92
4886,women political candidates,politics,33
4887,interactive multimedia,literature,23
4888,elementary education,juvenile,98
4889,islamic sects,politics,23
4890,cia,psychology,27
4891,jewish interpretations,literature,26
4892,patient advocacy,biography,25
4893,emotions and cognition,psychology,49
4894,law reform,juvenile,31
4895,visions,history,75
4896,circus animals,fiction,21
4897,smuggling,fiction,86
4898,japanese canadians,fiction,23
4899,arabic fiction,fiction,36
4900,germanic literature,literature,70
4901,social perception,psychology,189
4902,humanists,biography,175
4903,shape,fiction,94
4904,millionaires,fiction,110
4905,preschool children,psychology,47
4906,planning,science,151
4907,recovering alcoholics,young,36
4908,animal,history,37
4909,german manuscripts,literature,20
4910,hebrew literature,literature,71
4911,fear in fiction,fiction,22
4912,classic,fiction,123
4913,english pastoral poetry,poetry,38
4914,climate change,science,27
4915,holistic medicine,psychology,123
4916,native americans,juvenile,252
4917,pictorial american wit and humor,literature,70
4918,diplomatic relations,politics,2164
4919,pacific settlement of international disputes,politics,24
4920,arab philosophy,philosophy,20
4921,government information,biography,21
4922,christmas poetry,poetry,40
4923,spatial behavior,psychology,61
4924,wild horses,fiction,27
4925,women saints,biography,36
4926,martial artists,fiction,35
4927,african american aesthetics,literature,30
4928,indian literature,literature,52
4929,cognition disorders,science,100
4930,teaching of a specific subject,psychology,40
4931,myocardial infarction,politics,26
4932,person and offices,history,101
4933,harvard university,biography,63
4934,virgil,literature,108
4935,herbalists,fiction,45
4936,roads,fiction,47
4937,versification,history,116
4938,immigrant children,fiction,40
4939,albanians,history,16
4940,methodist church,biography,96
4941,community psychiatry,psychology,71
4942,christian influences,literature,20
4943,viruses,juvenile,64
4944,animal stories,fiction,28
4945,friendship in literature,literature,41
4946,entrepreneurship,biography,181
4947,computer networks,science,62
4948,english political fiction,fiction,95
4949,lions,fiction,93
4950,burglary,fiction,48
4951,sympathy in literature,literature,27
4952,imaginary histories,history,18
4953,commercial crimes,politics,19
4954,ancient aesthetics,literature,24
4955,eyeglasses,fiction,20
4956,inc apple computer,juvenile,35
4957,probation,juvenile,16
4958,imaginary creatures,fiction,110
4959,school superintendents and principals,psychology,31
4960,mishnah,philosophy,45
4961,romantic fiction,fiction,33
4962,race relations in literature,literature,190
4963,casualties,history,81
4964,art historians,biography,46
4965,marathon running,biography,22
4966,fires,fiction,109
4967,multicultural education,psychology,124
4968,safaris,fiction,23
4969,war neuroses,psychology,48
